Incident Number,Province,Incident type,Incident Types,Emergency Level,Reported Date,Discovered Date and Time,Regulation,Status,Company,Latitude,Longitude,Facility Name,Pipeline or Facility Type,Pipeline Name,Pipeline length (km),Pipeline/Equipment Involved?,Equipment Inspected?,No maintenance done on this equipment or component,Substance,Rupture,Released substance type,Release Type,Released volume (m3),Substance carried,Why it Happened,Significant,Activity being performed at time of incident,Workdays lost,Number of fatalities,Number of individuals injured,Number of people evacuated
INC2014-008,Alberta,Release of Substance,Release of Substance,Level I,1/12/2014,1/12/2014 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.911918,-113.664358,,Transmission,"",,Yes,Yes,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1,,Standards and Procedures,No,Operation,,,,0
INC2014-007,British Columbia,Release of Substance,Release of Substance,Level I,1/11/2014,1/11/2014 12:01,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.793058,-120.52672,,,Wei - Dawson Creek Gas Plant,,Yes,No,No,Propane,No,Propane,Gas,1.78,,Standards and Procedures,No,Operation,,,,0
INC2014-006,Manitoba,"Fire, Release of Substance","Fire, Release of Substance",Level I,1/11/2014,1/11/2014 12:15,OPR,Closed,TransCanada PipeLines Limited,49.716512,-96.976655,,,Tcpl - Station 41 (Ile Des Chenes Compressor Stn),,No,No,No,Lube Oil,No,Lube Oil,Liquid,2,,Maintenance,No,Operation,,,,0
INC2014-004,British Columbia,Release of Substance,Release of Substance,Level I,1/9/2014,1/6/2014 12:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.569092,-121.944662,,,"",,Yes,No,No,Hydrogen Sulphide,No,Hydrogen Sulphide,Miscellaneous,0.3,,Maintenance,Yes,Operation,,,,0
INC2014-003,New Brunswick,Release of Substance,Release of Substance,Level I,1/8/2014,1/8/2014 2:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,46.112702,-64.714397,,,Mne - Moncton Pressure Regulating Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-203,Quebec,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,7/25/2013,7/25/2013 12:00,OPR,Closed,Trans-Northern Pipelines Inc.,45.625321,-73.537743,,,Mainline,635.0188,No,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,Engineering and Planning,No,Operation,,,,0
INC2013-202,Quebec,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,7/25/2013,7/25/2013 12:00,OPR,Closed,Trans-Northern Pipelines Inc.,45.625321,-73.537743,,,Mainline,635.0188,No,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,Engineering and Planning,No,Operation,,,,0
INC2013-201,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-200,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-199,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-198,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-197,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-196,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-195,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-194,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-193,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-192,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-191,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-190,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-189,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-188,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-187,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-186,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-185,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-184,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-183,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-182,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-181,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-180,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-179,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-178,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-177,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/10/2013,10/10/2013 12:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Cromer Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-175,British Columbia,Release of Substance,Release of Substance,Level I,12/16/2013,12/15/2013 4:15,OPR,Closed,Foothills Pipe Lines Ltd.,49.28487,-115.17704,,,"Foothills - Elko, Bc Compressor Station",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,1500,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2013-170,Nova Scotia,Release of Substance,Release of Substance,Level I,12/11/2013,12/11/2013 7:30,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.182385,-61.652361,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,2000,Natural Gas,Maintenance,No,Operation,,,,0
INC2013-169,New Brunswick,Release of Substance,Release of Substance,Level I,12/9/2013,12/9/2013 11:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,46.112702,-64.714397,,,Moncton Lateral,12.44338,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.3,Natural Gas,Maintenance,No,Operation,,,,0
INC2013-168,Ontario,Release of Substance,Release of Substance,Level I,12/5/2013,12/5/2013 1:00,OPR,Closed,TransCanada PipeLines Limited,49.7951,-92.762674,,,Dryden Comprssor Station #55,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.017,,Maintenance,No,Operation,,,,0
INC2013-167,Saskatchewan,Fire,Fire,Level I,12/5/2013,12/5/2013 9:00,OPR,Closed,Foothills Pipe Lines (Saskatchewan) Ltd.,49.017155,-107.831853,,,Foothills - Monchy Compressor Stn,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2013-165,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,12/2/2013,12/1/2013 3:00,OPR,Closed,Enbridge Pipelines Inc.,50.477608,-104.569525,,,Epi - Regina Terminal,,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2013-164,Alberta,Release of Substance,Release of Substance,Level I,12/1/2013,12/1/2013 9:50,OPR,Closed,Trans Mountain Pipeline ULC,53.544543,-113.360195,,Transmission,"",,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,12,,"Engineering and Planning, Failure in communication, Human Factors, Standards and Procedures",Yes,Construction,,,,0
INC2013-162,Alberta,Release of Substance,Release of Substance,Level II,11/27/2013,11/26/2013 11:24,OPR,Closed,NOVA Gas Transmission Ltd.,54.50936,-112.64735,,,Flat Lake Lateral Loop - Nps 16,53.31541,Yes,Yes,Yes,Natural Gas - Sweet,Yes,Natural Gas - Sweet,Gas,4300000,Natural Gas,Maintenance,Yes,Operation,,,,0
INC2013-161,Alberta,Release of Substance,Release of Substance,Level I,11/25/2013,11/25/2013 11:40,OPR,Closed,Enbridge Pipelines Inc.,53.307156,-113.511011,,,Edmonton Terminal,,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,2.25,,"Human Factors, Standards and Procedures",No,Operation,,,,0
INC2013-160,British Columbia,Release of Substance,Release of Substance,Level I,11/24/2013,11/23/2013 6:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.653246,-122.684823,,,Wei - Fort Nelson Gas Plant,,Yes,No,No,Natural Gas - Sour,No,Natural Gas - Sour,Gas,0,,Maintenance,Yes,Operation,,,,0
INC2013-159,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,11/22/2013,11/22/2013 2:57,OPR,Closed,Cochin Pipe Lines Ltd.,53.700716,-113.209466,,,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2013-158,Manitoba,Fire,Fire,Level I,11/22/2013,11/22/2013 9:15,OPR,Closed,Enbridge Pipelines Inc.,49.362856,-98.590633,,,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Standards and Procedures,No,Maintenance,,,,0
INC2013-157,British Columbia,Release of Substance,Release of Substance,Level I,11/21/2013,11/19/2013 12:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.653246,-122.684823,,,Wei - Fort Nelson Gas Plant,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.0001,,Maintenance,No,Operation,,,,0
INC2013-155,New Brunswick,Release of Substance,Release of Substance,Level I,11/16/2013,11/16/2013 4:30,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.273315,-66.063308,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,500,,Maintenance,No,Operation,,,,0
INC2013-154,Ontario,Release of Substance,Release of Substance,Level I,11/2/2013,11/2/2013 10:00,OPR,Closed,TransCanada PipeLines Limited,49.82512,-93.627265,,,Tcpl - Station 52 (Vermillion Bay Compressor Stn),,No,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2013-153,Alberta,Fire,Fire,Level I,10/31/2013,10/31/2013 5:30,OPR,Closed,Enbridge Pipelines Inc.,53.547403,-113.355714,,,Epi - Edmonton Terminal,,No,No,No,Not Applicable,No,,Not Applicable,,,Inadequate Supervision,No,Maintenance,,,,0
INC2013-152,New Brunswick,Release of Substance,Release of Substance,Level I,10/29/2013,10/29/2013 10:00,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.273315,-66.063308,,,Mainline,574.8808,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,5.7,Natural Gas,Maintenance,No,Operation,,,,0
INC2013-150,Saskatchewan,Release of Substance,Release of Substance,Level I,10/23/2013,10/23/2013 11:00,OPR,Closed,TransCanada PipeLines Limited,50.676806,-109.929667,,,Line 100-4,1422.828,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,Natural Gas,Engineering and Planning,No,Operation,,,,0
INC2013-148,Alberta,Release of Substance,Release of Substance,Level I,10/20/2013,10/20/2013 2:30,OPR,Closed,NOVA Gas Transmission Ltd.,52.3882,-112.2162,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,"Human Factors, Maintenance",No,Maintenance,,,,0
INC2013-147,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,10/17/2013,10/17/2013 2:30,OPR,Closed,NOVA Gas Transmission Ltd.,56.51516,-113.65075,,Transmission,North Central Corridor Loop (Buffalo Creek West Section) - Nps 36,53.55816,Yes,No,Yes,Not Applicable,No,,Not Applicable,,Natural Gas,"Engineering and Planning, Failure in communication",No,Operation,,,,0
INC2013-146,Alberta,Release of Substance,Release of Substance,Level II,10/17/2013,10/17/2013 4:30,OPR,Closed,NOVA Gas Transmission Ltd.,56.514327,-113.679868,,,North Central Corridor Loop (Buffalo Creek West Section) - Nps 36,53.55816,Yes,Yes,Yes,Natural Gas - Sweet,Yes,Natural Gas - Sweet,Gas,16500000,Natural Gas,"Engineering and Planning, Failure in communication",Yes,Operation,,,,0
INC2013-142,Alberta,Release of Substance,Release of Substance,Level I,10/6/2013,10/6/2013 9:00,OPR,Closed,NOVA Gas Transmission Ltd.,55.26395,-114.601007,,Transmission,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,,,Maintenance,No,Operation,,,,0
INC2013-141,Alberta,Release of Substance,Release of Substance,Level II,9/28/2013,9/28/2013 10:30,OPR,Closed,NOVA Gas Transmission Ltd.,53.97323,-112.22835,,Transmission,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-139,Alberta,Release of Substance,Release of Substance,Level II,9/26/2013,9/26/2013 10:30,OPR,Closed,NOVA Gas Transmission Ltd.,55.26619,-114.60103,,Transmission,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,"Engineering and Planning, Maintenance",No,Maintenance,,,,0
INC2013-137,British Columbia,Release of Substance,Release of Substance,Level I,9/23/2013,9/23/2013 5:10,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.6535,-122.68519,,,Wei - Fort Nelson Gas Plant,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-136,Alberta,Release of Substance,Release of Substance,Level I,9/22/2013,9/22/2013 2:00,OPR,Closed,Enbridge Pipelines Inc.,52.930153,-112.073468,,,Epi - Strome Pump Station,,Yes,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-133,Alberta,Release of Substance,Release of Substance,Level I,9/16/2013,9/13/2013 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.08577,-116.64156,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Engineering and Planning,No,Operation,,,,0
INC2013-131,Alberta,Release of Substance,Release of Substance,Level I,9/12/2013,9/12/2013 11:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.09296,-116.62308,,,Ngtl - Kaybob South #3 Meter Station,,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Engineering and Planning,No,Operation,,,,0
INC2013-129,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,9/6/2013,9/3/2013 2:06,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.569092,-121.944662,,,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Maintenance,,,,0
INC2013-126,Manitoba,Operation Beyond Design Limits,Operation Beyond Design Limits,Level I,8/28/2013,8/28/2013 8:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2013-125,British Columbia,Fire,Fire,Level I,8/21/2013,8/19/2013 11:30,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.146303,-120.669169,,,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Natural or Environmental Forces,No,Maintenance,,,,0
INC2013-124,New Brunswick,Release of Substance,Release of Substance,Level I,8/20/2013,8/17/2013 11:55,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,45.27405,-66.02748,,,"",,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-123,Alberta,Fire,Fire,Level I,8/17/2013,8/17/2013 1:30,OPR,Closed,NOVA Gas Transmission Ltd.,49.78485,-112.15107,,,"",,No,No,No,Not Applicable,No,,Not Applicable,,,To be determined,No,Maintenance,,,,0
INC2013-120,Saskatchewan,Release of Substance,Release of Substance,Level I,8/4/2013,8/4/2013 8:30,OPR,Closed,Enbridge Pipelines Inc.,51.865344,-109.026045,,,Epi - Kerrobert Terminal,,Yes,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0.0001,,Maintenance,No,Operation,,,,0
INC2013-119,Manitoba,Release of Substance,Release of Substance,Level I,8/3/2013,8/3/2013 1:00,OPR,Closed,Enbridge Pipelines Inc.,49.753998,-101.238688,,,Epi - Cromer Terminal,,Yes,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0,,Maintenance,No,Operation,,,,0
INC2013-118,Saskatchewan,Release of Substance,Release of Substance,Level I,7/29/2013,7/28/2013 7:45,OPR,Closed,Enbridge Pipelines Inc.,51.865344,-109.026045,,,Line 1,1255.999,Yes,No,No,Natural Gas Liquids,No,Natural Gas Liquids,Gas,0.0001,Crude Oil,"Human Factors, Standards and Procedures",No,Operation,,,,0
INC2013-117,Alberta,Fire,Fire,Level I,7/25/2013,7/25/2013 6:45,OPR,Closed,Kinder Morgan Cochin ULC,53.499634,-112.081524,,,Vegreville Pump Station,,No,No,No,Not Applicable,No,,Not Applicable,,,To be determined,No,Maintenance,,,,0
